GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,ADKWE001,NAME_M,ADKWM001
"G44000700014003","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"001400","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070014003",,,"Block Group 3, Census Tract 14, Providence County, Rhode Island",941,"Block Group 3, Census Tract 14, Providence County, Rhode Island",487
"G44000700014004","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"001400","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070014004",,,"Block Group 4, Census Tract 14, Providence County, Rhode Island",1803,"Block Group 4, Census Tract 14, Providence County, Rhode Island",468
"G44000700014005","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"001400","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070014005",,,"Block Group 5, Census Tract 14, Providence County, Rhode Island",1188,"Block Group 5, Census Tract 14, Providence County, Rhode Island",428
"G44000700015001","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"001500","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070015001",,,"Block Group 1, Census Tract 15, Providence County, Rhode Island",1318,"Block Group 1, Census Tract 15, Providence County, Rhode Island",289
"G44000700015002","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"001500","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070015002",,,"Block Group 2, Census Tract 15, Providence County, Rhode Island",902,"Block Group 2, Census Tract 15, Providence County, Rhode Island",221
"G44000700015003","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"001500","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070015003",,,"Block Group 3, Census Tract 15, Providence County, Rhode Island",714,"Block Group 3, Census Tract 15, Providence County, Rhode Island",251
"G44000700016001","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"001600","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070016001",,,"Block Group 1, Census Tract 16, Providence County, Rhode Island",687,"Block Group 1, Census Tract 16, Providence County, Rhode Island",405
"G44000700016002","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"001600","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070016002",,,"Block Group 2, Census Tract 16, Providence County, Rhode Island",1672,"Block Group 2, Census Tract 16, Providence County, Rhode Island",488
"G44000700016003","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"001600","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070016003",,,"Block Group 3, Census Tract 16, Providence County, Rhode Island",1280,"Block Group 3, Census Tract 16, Providence County, Rhode Island",601
"G44000700016004","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"001600","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070016004",,,"Block Group 4, Census Tract 16, Providence County, Rhode Island",588,"Block Group 4, Census Tract 16, Providence County, Rhode Island",306
"G44000700016005","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"001600","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070016005",,,"Block Group 5, Census Tract 16, Providence County, Rhode Island",1678,"Block Group 5, Census Tract 16, Providence County, Rhode Island",529
"G44000700016006","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"001600","6",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070016006",,,"Block Group 6, Census Tract 16, Providence County, Rhode Island",2092,"Block Group 6, Census Tract 16, Providence County, Rhode Island",540
"G44000700016007","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"001600","7",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070016007",,,"Block Group 7, Census Tract 16, Providence County, Rhode Island",708,"Block Group 7, Census Tract 16, Providence County, Rhode Island",337
"G44000700017001","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"001700","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070017001",,,"Block Group 1, Census Tract 17, Providence County, Rhode Island",585,"Block Group 1, Census Tract 17, Providence County, Rhode Island",266
"G44000700017002","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"001700","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070017002",,,"Block Group 2, Census Tract 17, Providence County, Rhode Island",701,"Block Group 2, Census Tract 17, Providence County, Rhode Island",223
"G44000700017003","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"001700","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070017003",,,"Block Group 3, Census Tract 17, Providence County, Rhode Island",1790,"Block Group 3, Census Tract 17, Providence County, Rhode Island",419
"G44000700018001","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"001800","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070018001",,,"Block Group 1, Census Tract 18, Providence County, Rhode Island",1164,"Block Group 1, Census Tract 18, Providence County, Rhode Island",365
"G44000700018002","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"001800","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070018002",,,"Block Group 2, Census Tract 18, Providence County, Rhode Island",1390,"Block Group 2, Census Tract 18, Providence County, Rhode Island",339
"G44000700018003","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"001800","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070018003",,,"Block Group 3, Census Tract 18, Providence County, Rhode Island",773,"Block Group 3, Census Tract 18, Providence County, Rhode Island",439
"G44000700018004","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"001800","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070018004",,,"Block Group 4, Census Tract 18, Providence County, Rhode Island",1072,"Block Group 4, Census Tract 18, Providence County, Rhode Island",352
"G44000700018005","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"001800","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070018005",,,"Block Group 5, Census Tract 18, Providence County, Rhode Island",1033,"Block Group 5, Census Tract 18, Providence County, Rhode Island",363
"G44000700018006","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"001800","6",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070018006",,,"Block Group 6, Census Tract 18, Providence County, Rhode Island",817,"Block Group 6, Census Tract 18, Providence County, Rhode Island",302
"G44000700019001","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"001900","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070019001",,,"Block Group 1, Census Tract 19, Providence County, Rhode Island",410,"Block Group 1, Census Tract 19, Providence County, Rhode Island",225
"G44000700019002","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"001900","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070019002",,,"Block Group 2, Census Tract 19, Providence County, Rhode Island",1305,"Block Group 2, Census Tract 19, Providence County, Rhode Island",398
"G44000700019003","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"001900","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070019003",,,"Block Group 3, Census Tract 19, Providence County, Rhode Island",1133,"Block Group 3, Census Tract 19, Providence County, Rhode Island",287
"G44000700019004","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"001900","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070019004",,,"Block Group 4, Census Tract 19, Providence County, Rhode Island",717,"Block Group 4, Census Tract 19, Providence County, Rhode Island",268
"G44000700019005","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"001900","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070019005",,,"Block Group 5, Census Tract 19, Providence County, Rhode Island",889,"Block Group 5, Census Tract 19, Providence County, Rhode Island",348
"G44000700019006","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"001900","6",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070019006",,,"Block Group 6, Census Tract 19, Providence County, Rhode Island",814,"Block Group 6, Census Tract 19, Providence County, Rhode Island",270
"G44000700020001","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"002000","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070020001",,,"Block Group 1, Census Tract 20, Providence County, Rhode Island",2609,"Block Group 1, Census Tract 20, Providence County, Rhode Island",471
"G44000700020002","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"002000","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070020002",,,"Block Group 2, Census Tract 20, Providence County, Rhode Island",1682,"Block Group 2, Census Tract 20, Providence County, Rhode Island",534
"G44000700020003","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"002000","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070020003",,,"Block Group 3, Census Tract 20, Providence County, Rhode Island",1684,"Block Group 3, Census Tract 20, Providence County, Rhode Island",543
"G44000700020004","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"002000","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070020004",,,"Block Group 4, Census Tract 20, Providence County, Rhode Island",1250,"Block Group 4, Census Tract 20, Providence County, Rhode Island",616
"G44000700021011","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"002101","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070021011",,,"Block Group 1, Census Tract 21.01, Providence County, Rhode Island",732,"Block Group 1, Census Tract 21.01, Providence County, Rhode Island",263
"G44000700021012","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"002101","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070021012",,,"Block Group 2, Census Tract 21.01, Providence County, Rhode Island",918,"Block Group 2, Census Tract 21.01, Providence County, Rhode Island",325
"G44000700021013","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"002101","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070021013",,,"Block Group 3, Census Tract 21.01, Providence County, Rhode Island",1326,"Block Group 3, Census Tract 21.01, Providence County, Rhode Island",433
"G44000700021021","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"002102","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070021021",,,"Block Group 1, Census Tract 21.02, Providence County, Rhode Island",851,"Block Group 1, Census Tract 21.02, Providence County, Rhode Island",374
"G44000700021022","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"002102","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070021022",,,"Block Group 2, Census Tract 21.02, Providence County, Rhode Island",1255,"Block Group 2, Census Tract 21.02, Providence County, Rhode Island",505
"G44000700021023","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"002102","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070021023",,,"Block Group 3, Census Tract 21.02, Providence County, Rhode Island",1574,"Block Group 3, Census Tract 21.02, Providence County, Rhode Island",616
"G44000700021024","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"002102","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070021024",,,"Block Group 4, Census Tract 21.02, Providence County, Rhode Island",1165,"Block Group 4, Census Tract 21.02, Providence County, Rhode Island",407
"G44000700021025","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"002102","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070021025",,,"Block Group 5, Census Tract 21.02, Providence County, Rhode Island",718,"Block Group 5, Census Tract 21.02, Providence County, Rhode Island",353
"G44000700022001","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"002200","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070022001",,,"Block Group 1, Census Tract 22, Providence County, Rhode Island",1420,"Block Group 1, Census Tract 22, Providence County, Rhode Island",402
"G44000700022002","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"002200","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070022002",,,"Block Group 2, Census Tract 22, Providence County, Rhode Island",1018,"Block Group 2, Census Tract 22, Providence County, Rhode Island",398
"G44000700022003","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"002200","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070022003",,,"Block Group 3, Census Tract 22, Providence County, Rhode Island",1232,"Block Group 3, Census Tract 22, Providence County, Rhode Island",381
"G44000700022004","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"002200","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070022004",,,"Block Group 4, Census Tract 22, Providence County, Rhode Island",1269,"Block Group 4, Census Tract 22, Providence County, Rhode Island",383
"G44000700023001","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"002300","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070023001",,,"Block Group 1, Census Tract 23, Providence County, Rhode Island",1328,"Block Group 1, Census Tract 23, Providence County, Rhode Island",457
"G44000700023002","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"002300","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070023002",,,"Block Group 2, Census Tract 23, Providence County, Rhode Island",743,"Block Group 2, Census Tract 23, Providence County, Rhode Island",242
"G44000700023003","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"002300","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070023003",,,"Block Group 3, Census Tract 23, Providence County, Rhode Island",293,"Block Group 3, Census Tract 23, Providence County, Rhode Island",137
"G44000700023004","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"002300","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070023004",,,"Block Group 4, Census Tract 23, Providence County, Rhode Island",953,"Block Group 4, Census Tract 23, Providence County, Rhode Island",361
"G44000700023005","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"002300","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070023005",,,"Block Group 5, Census Tract 23, Providence County, Rhode Island",451,"Block Group 5, Census Tract 23, Providence County, Rhode Island",293
"G44000700023006","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"002300","6",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070023006",,,"Block Group 6, Census Tract 23, Providence County, Rhode Island",861,"Block Group 6, Census Tract 23, Providence County, Rhode Island",314
"G44000700024001","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"002400","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070024001",,,"Block Group 1, Census Tract 24, Providence County, Rhode Island",2070,"Block Group 1, Census Tract 24, Providence County, Rhode Island",282
"G44000700024002","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"002400","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070024002",,,"Block Group 2, Census Tract 24, Providence County, Rhode Island",1217,"Block Group 2, Census Tract 24, Providence County, Rhode Island",512
"G44000700024003","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"002400","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070024003",,,"Block Group 3, Census Tract 24, Providence County, Rhode Island",1241,"Block Group 3, Census Tract 24, Providence County, Rhode Island",288
"G44000700024004","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"002400","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070024004",,,"Block Group 4, Census Tract 24, Providence County, Rhode Island",1074,"Block Group 4, Census Tract 24, Providence County, Rhode Island",359
"G44000700024005","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"002400","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070024005",,,"Block Group 5, Census Tract 24, Providence County, Rhode Island",227,"Block Group 5, Census Tract 24, Providence County, Rhode Island",148
"G44000700024006","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"002400","6",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070024006",,,"Block Group 6, Census Tract 24, Providence County, Rhode Island",1363,"Block Group 6, Census Tract 24, Providence County, Rhode Island",367
"G44000700025001","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"002500","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070025001",,,"Block Group 1, Census Tract 25, Providence County, Rhode Island",1405,"Block Group 1, Census Tract 25, Providence County, Rhode Island",427
"G44000700025002","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"002500","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070025002",,,"Block Group 2, Census Tract 25, Providence County, Rhode Island",1634,"Block Group 2, Census Tract 25, Providence County, Rhode Island",364
"G44000700026001","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"002600","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070026001",,,"Block Group 1, Census Tract 26, Providence County, Rhode Island",1878,"Block Group 1, Census Tract 26, Providence County, Rhode Island",371
"G44000700026002","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"002600","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070026002",,,"Block Group 2, Census Tract 26, Providence County, Rhode Island",758,"Block Group 2, Census Tract 26, Providence County, Rhode Island",293
"G44000700026003","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"002600","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070026003",,,"Block Group 3, Census Tract 26, Providence County, Rhode Island",670,"Block Group 3, Census Tract 26, Providence County, Rhode Island",286
